ShipmentId,OrderId,CustomerId,OriginCity,DestinationCity,ShippingCompany,WeightKg,Status,ShipDate,DeliveryDate,TrackingCode,DeliveryAttempts,SLACompliance,CustomerSatisfaction,ProcessType
7180,5567,6462,Barranquilla,Bogotaaa,Envio Facil,4.5,pendiente,2025-01-04,2025-01-09,EF-0420,5,,3,manual
7181,75807,8741,Bogotá,Cali,En Vio Facil,"7,8",En transito…,2025-01-25,2024-12-31,EF-0897,3,Sí,2,
7182,78239,3164,Barranquilla,Bogota,Envio Fasil,-1,pendiente,2025-02-06,2025-01-09,EF-1378,5,Si,,Manual
7183,14329,9078,Medejin,Calli,Envio Fasil,"7,8",Entregadoo,2025-02-02,2024-12-26,EF-1284,2,No,excelente,Automatizado
7184,72792,4837,Barrankila,Medeyin,En Vio Facil,"7,8",En transito…,2025-01-25,2025-02-03,EF-1577,1,Si,5,manual
7185,1228,2955,Medeyin,Calli,En Vio Facil,4.5,Entregadoo,2025-02-09,2025-01-15,EF-0099,3,NO,4,
7186,91282,3824,Calli,Bogotaaa,Envio Fasil,,Rtrasado,2025-01-30,2025-01-12,EF-1973,4,Sí,5,manual
7187,83214,2932,Bogta,Medellin,Envío Facíl,,En transito…,2025-01-13,2024-12-25,EF-0159,4,Si,***,Manual
7188,38052,6673,Medellín,Kartagena,Envío Facíl,999,PENDIETE,2025-01-30,2025-01-14,EF-0417,3,Sí,,
7189,58769,6551,Barrankilla,Cartajena,Envío Facíl,,Entransito,2025-01-03,2024-12-24,EF-1021,2,,4,manual
7190,47032,1893,Barrankila,Medellin,Envío Facíl,"7,8",Entransito,2024-12-27,2024-12-30,EF-1413,3,NO,,
7191,89721,884,Medeyin,Cartajena,En Vio Facil,0.5,Entregado,2025-01-19,2025-01-23,EF-0427,5,NO,6,Manual
7192,34686,3119,Calli,Kartagena,Envío Facil,pesado,PENDIETE,2025-02-01,2025-02-16,EF-1259,1,No,2,
7193,77981,7366,Medellín,Bogta,Envío Facil,999,Rtrasado,2025-01-05,2024-12-28,EF-0395,2,Si,4,
7194,99802,3956,Caly,Calli,Envio Fasil,"7,8",Entregado,2024-12-26,2025-02-10,EF-1056,,NO,0,Automatizado
7195,64261,5654,Cartajena,Kartagena,Envío Facil,4.5,pendiente,2025-01-23,2025-01-17,EF-1391,1,No,***,Automatizado
7196,3809,3483,Barranquilla,Medejin,Envío Facíl,,pendiente,2025-01-30,2024-12-29,EF-1409,4,NO,0,
7197,42785,4891,Calli,Medejin,En Vio Facil,999,Entregado,2024-12-23,2025-01-23,EF-1067,1,,0,Manual
7198,37547,7028,Bogota,Bogotá,Envío Facíl,pesado,pendiente,2025-01-23,2025-02-17,EF-1798,1,Si,4,Automatizado
7199,43818,7550,Medellin?,Medellín,Envio Facil,,PENDIETE,2025-01-15,2025-01-06,EF-0604,3,Si,1,
7200,72927,1356,Bogotá,Medellin?,En Vio Facil,,Entregadoo,2025-01-17,2025-01-22,EF-1233,,Sí,excelente,manual
7201,66681,3261,Barranquilla,Cartajena,Envio Facil,,Entransito,2025-02-07,2025-02-14,EF-0882,4,No,1,Automatizado
7202,80465,7357,Barranquilla,Medellín,Envio Facil,-1,En transito…,2025-01-15,2025-02-19,EF-0779,1,,1,Manual
7203,90862,6119,Medeyin,Cartajena,Envio Fasil,999,PENDIETE,2024-12-26,2025-01-26,EF-1705,5,Sí,1,Automatizado
7204,96527,6093,Bogota,Caly,Envio Facil,0.5,pendiente,2025-02-02,2025-01-02,EF-0283,1,,5,Automatizado
7205,38333,4645,Medejin,Medellín,Envío Facil,999,Entregadoo,2025-01-30,2025-01-18,EF-1725,3,Sí,,Automatizado
7206,17576,6636,Barrankilla,Medellín,Envío Facil,pesado,PENDIETE,2024-12-25,2025-01-29,EF-1100,2,Sí,1,Manual
7207,40405,1492,Cartagena,Bogota,Envio Facil,999,Entransito,2025-01-04,2025-02-13,EF-1037,2,Si,6,
7208,95000,9952,Bogotaaa,Cali,Envio Fasil,999,pendiente,2025-01-07,2025-01-03,EF-0351,2,,1,Automatizado
7209,74779,9375,Cartajena,Cali,Envio Facil,999,PENDIETE,2025-01-31,2024-12-28,EF-0547,5,No,6,Automatizado
7210,32601,8102,Barrankilla,Caly,En Vio Facil,"7,8",pendiente,2025-01-17,2025-01-21,EF-0537,1,No,,
7211,68946,2267,Medeyin,Bogta,En Vio Facil,0.5,Rtrasado,2025-01-26,2024-12-31,EF-0804,,Sí,2,manual
7212,68356,2179,Barrankila,Bogta,En Vio Facil,-1,Entregado,2025-01-24,2025-02-08,EF-0661,,Sí,0,Automatizado
7213,53116,1936,Bogta,Barranquilla,En Vio Facil,4.5,pendiente,2024-12-31,2025-01-26,EF-1136,4,,6,
7214,63894,2118,Bogotaaa,Barranquilla,Envio Facil,999,Entransito,2025-01-12,2025-02-03,EF-0311,1,Si,6,manual
7215,35635,900,Cartajena,Medellin?,Envío Facíl,-1,PENDIETE,2025-01-31,2025-01-15,EF-0036,2,Si,3,Automatizado
7216,8465,4246,Barrankilla,Bogta,Envío Facíl,4.5,En transito…,2025-01-12,2025-01-19,EF-1948,2,,1,Automatizado
7217,57754,2273,Barrankila,Barrankila,En Vio Facil,-1,Entransito,2025-01-18,2025-01-27,EF-1179,4,,***,Manual
7218,98975,4861,Medejin,Medeyin,Envio Fasil,"7,8",pendiente,2025-02-07,2025-01-16,EF-1420,1,Si,0,manual
7219,93850,594,Cali,Medellin?,Envio Fasil,pesado,pendiente,2025-01-10,2025-02-09,EF-1226,2,Sí,5,manual
7220,86119,3248,Caly,Medellin?,Envio Facil,"7,8",Entransito,2025-02-08,2025-01-04,EF-0538,4,Si,5,
7221,93691,3652,Medeyin,Medejin,Envío Facíl,0.5,PENDIETE,2024-12-23,2025-02-20,EF-1197,3,NO,3,Automatizado
7222,39871,722,Medejin,Calli,Envio Facil,pesado,PENDIETE,2025-01-13,2025-01-19,EF-1926,2,NO,3,manual
7223,63874,9954,Kartagena,Cartagena,Envío Facil,999,Entregadoo,2025-01-24,2025-01-21,EF-0985,3,,4,Manual
7224,78733,8941,Medeyin,Medeyin,En Vio Facil,999,En transito…,2025-02-07,2025-02-08,EF-1544,1,NO,4,Automatizado
7225,30511,1668,Barranquilla,Calli,Envío Facil,4.5,Entransito,2025-01-06,2024-12-27,EF-0843,5,No,5,Automatizado
7226,81960,6430,Barrankilla,Cartagena,Envío Facil,pesado,Entransito,2025-01-18,2025-01-28,EF-1661,,NO,***,manual
7227,49821,8316,Medellin,Medellin?,Envio Fasil,pesado,pendiente,2025-01-04,2025-02-19,EF-1937,1,Si,***,
7228,66776,9224,Medeyin,Kartagena,Envío Facíl,pesado,Rtrasado,2024-12-22,2025-01-05,EF-1446,5,NO,3,Automatizado
7229,71167,7011,Cartagena,Cartagena,En Vio Facil,"7,8",Entregado,2025-01-31,2025-01-26,EF-0239,4,Sí,3,Manual
7230,76135,1621,Medellín,Cartajena,Envio Facil,,Entransito,2025-01-05,2025-02-11,EF-1229,5,,1,Automatizado
7231,45462,8187,Caly,Bogota,En Vio Facil,0.5,pendiente,2025-01-05,2025-01-12,EF-1705,4,Sí,2,
7232,62382,485,Bogotá,Cartajena,Envio Facil,pesado,PENDIETE,2025-01-15,2025-02-17,EF-1423,2,NO,0,Automatizado
7233,91194,2945,Cartajena,Medejin,Envio Facil,pesado,Entregadoo,2025-02-02,2025-01-17,EF-0595,1,Sí,0,manual
7234,33574,7308,Cartajena,Cali,Envío Facíl,"7,8",pendiente,2024-12-26,2025-02-09,EF-1619,4,No,***,Automatizado
7235,42910,4664,Cartagena,Bogotá,Envío Facil,0.5,Rtrasado,2024-12-29,2024-12-31,EF-0509,1,Sí,,
7236,74531,1645,Calli,Medeyin,Envio Facil,0.5,PENDIETE,2025-01-12,2025-01-24,EF-0074,1,No,,Automatizado
7237,26186,6037,Bogotá,Bogotaaa,Envío Facíl,999,Rtrasado,2025-01-29,2024-12-31,EF-0796,4,Si,5,Automatizado
7238,95781,1666,Barrankilla,Calli,Envío Facil,4.5,Rtrasado,2025-01-28,2025-01-06,EF-0485,4,Sí,excelente,manual
7239,23813,7367,Bogotaaa,Cali,Envío Facil,0.5,Entransito,2025-01-29,2025-02-13,EF-1177,5,NO,***,Manual
7240,79812,9306,Medellín,Barrankilla,En Vio Facil,0.5,Entregado,2025-02-05,2025-01-15,EF-1359,2,Si,2,manual
7241,86525,8679,Bogotá,Medellín,En Vio Facil,999,Entregado,2025-02-02,2025-02-05,EF-0675,2,,excelente,Manual
7242,79282,4626,Barrankilla,Medellin?,En Vio Facil,pesado,Entransito,2025-01-04,2025-01-15,EF-1872,3,,2,Automatizado
7243,19557,6132,Medellín,Cartagena,Envio Fasil,999,pendiente,2025-01-09,2025-02-15,EF-1061,5,NO,excelente,manual
7244,29060,1378,Medeyin,Barranquilla,Envío Facil,,Entregado,2025-01-16,2025-02-06,EF-0667,5,No,excelente,
7245,59866,2751,Medejin,Caly,Envio Fasil,pesado,pendiente,2025-01-28,2025-01-15,EF-0773,1,Sí,5,Manual
7246,73104,4570,Medeyin,Barrankila,En Vio Facil,-1,pendiente,2025-01-23,2025-01-30,EF-1979,1,,5,
7247,85577,9980,Medellín,Medejin,Envío Facíl,"7,8",Entransito,2025-02-05,2025-01-17,EF-1624,4,Sí,excelente,manual
7248,7080,6522,Kartagena,Bogotaaa,En Vio Facil,0.5,En transito…,2025-01-02,2025-01-08,EF-0706,3,Si,5,Manual
7249,14854,5062,Barranquilla,Medejin,Envio Facil,,PENDIETE,2025-01-19,2024-12-21,EF-1896,1,Sí,5,Manual
7250,68695,9379,Calli,Cartagena,Envío Facíl,pesado,En transito…,2025-01-02,2025-01-23,EF-0881,5,,1,Manual
7251,28025,6055,Cartajena,Cartagena,Envío Facíl,-1,PENDIETE,2025-01-19,2025-01-30,EF-0757,3,No,5,Automatizado
7252,53982,1403,Kartagena,Bogotá,Envío Facil,4.5,Entregadoo,2025-01-31,2025-02-23,EF-0995,5,,3,manual
7253,42081,7549,Cartagena,Kartagena,Envio Fasil,"7,8",En transito…,2025-01-31,2024-12-24,EF-1593,5,NO,0,manual
7254,5368,6586,Cali,Medellin,Envio Facil,-1,Entregado,2025-02-05,2025-01-03,EF-1725,5,,5,manual
7255,28094,1319,Bogotaaa,Medellin,Envío Facíl,999,Entransito,2025-01-10,2025-02-21,EF-1663,2,Sí,,Manual
7256,47040,8588,Bogotaaa,Caly,Envio Fasil,"7,8",Entregadoo,2025-01-24,2025-01-10,EF-1020,5,Sí,3,Manual
7257,67766,4175,Calli,Medellín,Envio Fasil,-1,Entransito,2025-02-05,2025-02-22,EF-1531,2,No,5,manual
7258,84053,8917,Medejin,Medellin,Envio Facil,"7,8",Rtrasado,2025-01-20,2025-01-15,EF-0481,1,,5,
7259,24991,9802,Medeyin,Bogotaaa,Envio Facil,pesado,pendiente,2025-01-19,2025-01-13,EF-0886,5,Si,3,manual
7260,2301,1492,Cartagena,Kartagena,En Vio Facil,,En transito…,2025-01-29,2024-12-30,EF-1504,,Si,5,
7261,29610,9586,Cali,Medellin?,En Vio Facil,,pendiente,2025-02-06,2025-01-21,EF-0828,4,Si,6,Manual
7262,82463,3855,Medeyin,Barrankilla,Envío Facíl,0.5,PENDIETE,2025-01-30,2025-01-20,EF-1472,,NO,***,manual
7263,35678,4986,Bogta,Medeyin,Envío Facíl,,Rtrasado,2024-12-23,2025-01-04,EF-1568,4,Si,3,manual
7264,25466,2417,Bogotá,Bogotaaa,Envío Facíl,999,pendiente,2025-01-16,2025-02-08,EF-0400,,NO,***,
7265,81440,6790,Medeyin,Calli,En Vio Facil,4.5,pendiente,2024-12-22,2024-12-23,EF-1901,2,Si,4,Manual
7266,41875,1217,Barranquilla,Cartagena,Envío Facíl,-1,Rtrasado,2025-01-18,2025-01-24,EF-0365,2,No,5,Manual
7267,27081,5376,Medellin?,Cartagena,Envío Facíl,"7,8",Rtrasado,2024-12-29,2025-02-12,EF-0300,3,,5,Manual
7268,25354,3790,Bogotaaa,Cartagena,En Vio Facil,999,pendiente,2025-01-21,2025-01-15,EF-1239,5,NO,3,Automatizado
7269,94297,8439,Barrankilla,Medellin?,En Vio Facil,pesado,Rtrasado,2025-01-29,2025-01-24,EF-0346,5,Sí,0,
7270,19300,9219,Calli,Barrankila,Envío Facíl,"7,8",Entregado,2025-02-09,2025-01-17,EF-0122,5,NO,4,Automatizado
7271,65384,6376,Bogotá,Bogta,Envío Facíl,"7,8",Rtrasado,2025-01-09,2025-01-05,EF-1861,5,,3,Automatizado
7272,96027,6847,Bogta,Medeyin,Envio Fasil,4.5,Entregadoo,2025-01-03,2025-02-06,EF-1725,3,NO,4,manual
7273,61892,4922,Medellin,Bogota,Envío Facil,-1,Entregadoo,2025-01-06,2025-01-11,EF-0327,1,NO,1,manual
7274,36525,6215,Medellín,Calli,En Vio Facil,999,pendiente,2025-01-13,2025-01-01,EF-0674,2,,,Automatizado
7275,27532,5322,Calli,Medellin?,Envío Facil,999,pendiente,2025-01-01,2025-02-16,EF-0242,2,Si,excelente,
7276,7464,7883,Caly,Medellin,En Vio Facil,999,PENDIETE,2025-01-14,2025-01-28,EF-0970,4,,***,manual
7277,17562,2289,Calli,Cartajena,Envio Fasil,"7,8",Rtrasado,2024-12-31,2025-01-25,EF-0632,,No,,
7278,56514,2256,Barranquilla,Caly,Envío Facil,"7,8",En transito…,2024-12-26,2024-12-26,EF-1622,5,Si,***,manual
7279,75219,9210,Bogotaaa,Medellín,Envio Fasil,4.5,Entregadoo,2025-01-02,2025-02-06,EF-0277,2,NO,excelente,Manual
7280,33634,3880,Barrankilla,Bogotá,Envio Facil,4.5,PENDIETE,2025-01-26,2024-12-28,EF-0915,4,,***,Automatizado
7281,1060,5085,Caly,Medellín,Envío Facil,,pendiente,2025-01-16,2025-02-13,EF-0564,3,No,2,manual
7282,10269,3314,Bogotá,Medeyin,Envío Facil,-1,En transito…,2025-01-18,2025-02-19,EF-1144,4,No,6,Manual
7283,64143,7583,Medejin,Medejin,Envío Facil,999,Entransito,2025-01-06,2024-12-30,EF-1962,,Sí,4,
7284,24065,1829,Barranquilla,Medeyin,Envio Facil,999,Entransito,2024-12-23,2025-02-06,EF-1063,5,No,6,manual
7285,3895,1743,Bogota,Cali,Envio Facil,"7,8",Entregado,2025-01-16,2025-01-13,EF-1837,4,Sí,6,Manual
7286,81859,7712,Medellin,Caly,Envio Fasil,-1,Rtrasado,2024-12-25,2025-01-17,EF-1369,5,No,0,manual
7287,13352,5969,Calli,Bogotá,Envio Facil,0.5,PENDIETE,2025-01-19,2025-01-23,EF-0909,3,,1,Manual
7288,50737,2104,Calli,Cali,En Vio Facil,0.5,Entregado,2025-01-06,2025-02-15,EF-0683,3,NO,excelente,Manual
7289,97426,1636,Barranquilla,Bogta,Envío Facíl,0.5,En transito…,2025-01-12,2025-01-15,EF-1875,3,Si,0,manual
7290,33016,5231,Bogotá,Bogota,Envío Facil,-1,En transito…,2025-02-02,2025-02-21,EF-0374,,No,2,
7291,62304,3517,Cartagena,Kartagena,Envio Fasil,4.5,En transito…,2024-12-27,2025-01-11,EF-1735,4,No,,manual
7292,12962,4316,Medellin,Bogota,Envio Fasil,"7,8",Entransito,2025-01-18,2025-01-25,EF-1503,5,Sí,2,manual
7293,34302,9390,Barrankilla,Medellin,Envio Fasil,,pendiente,2025-01-01,2025-01-26,EF-1218,2,NO,1,Automatizado
7294,86382,9823,Medellin,Barrankilla,Envio Fasil,"7,8",Entregadoo,2025-02-01,2024-12-23,EF-1132,5,,2,Automatizado
7295,5011,4752,Medeyin,Medellin?,Envío Facil,999,PENDIETE,2025-02-06,2025-02-22,EF-1965,4,,1,Automatizado
7296,20782,5763,Caly,Medeyin,Envio Fasil,0.5,PENDIETE,2025-01-11,2025-01-12,EF-1668,3,NO,3,Automatizado
7297,68691,6323,Cartagena,Barrankilla,Envío Facil,-1,pendiente,2025-01-16,2025-02-16,EF-1409,1,,2,
7298,40725,3261,Barrankila,Bogotaaa,Envio Fasil,pesado,pendiente,2025-01-29,2025-01-01,EF-0756,2,Si,excelente,Automatizado
7299,10196,8289,Kartagena,Bogota,Envio Fasil,-1,Entregadoo,2025-02-06,2025-02-10,EF-1135,5,,3,Manual
7300,44459,8656,Barrankila,Medellin?,Envío Facíl,0.5,Entregadoo,2025-01-12,2024-12-31,EF-1920,,Si,3,
7301,88245,3931,Bogta,Medellín,En Vio Facil,-1,Entregadoo,2025-01-20,2024-12-29,EF-1596,5,No,0,Automatizado
7302,79863,6527,Kartagena,Medellin?,Envio Facil,-1,Entregado,2025-01-20,2024-12-25,EF-1330,1,,2,manual
7303,33769,3517,Barranquilla,Bogota,Envio Facil,-1,Entregado,2025-01-23,2025-01-07,EF-0343,,,2,Manual
7304,25700,2246,Medeyin,Medejin,Envio Facil,4.5,pendiente,2025-01-30,2025-02-23,EF-1327,3,Si,3,Automatizado
7305,81356,3344,Barranquilla,Caly,En Vio Facil,"7,8",En transito…,2025-01-20,2025-02-12,EF-0017,1,No,3,
7306,77427,3421,Cartagena,Calli,Envío Facil,4.5,En transito…,2025-01-27,2024-12-29,EF-1878,3,No,2,manual
7307,6269,5264,Barrankilla,Bogotá,Envio Facil,-1,PENDIETE,2025-01-20,2025-02-18,EF-0675,,Sí,***,
7308,44880,9645,Medejin,Bogotá,Envio Facil,,Entregado,2025-01-16,2024-12-29,EF-0520,5,No,0,Automatizado
7309,9320,922,Bogta,Bogotá,Envio Facil,"7,8",pendiente,2024-12-27,2025-02-02,EF-0568,,NO,5,
7310,50589,7975,Cartajena,Medejin,Envío Facil,"7,8",Entransito,2024-12-25,2024-12-31,EF-1724,3,Sí,***,Automatizado
7311,77276,7764,Cartagena,Medellín,En Vio Facil,"7,8",Entransito,2025-01-05,2024-12-23,EF-1207,2,No,0,manual
7312,36897,8475,Barrankilla,Cartagena,En Vio Facil,pesado,Entregado,2025-01-26,2024-12-25,EF-0263,4,Si,5,Manual
7313,59565,5035,Cartagena,Medeyin,Envío Facil,"7,8",Entregadoo,2024-12-24,2025-01-21,EF-1089,4,NO,excelente,Automatizado
7314,31930,4019,Kartagena,Cartagena,Envío Facíl,pesado,Entransito,2025-01-06,2025-01-11,EF-0281,3,Sí,6,Manual
7315,58233,3564,Calli,Bogotá,Envio Fasil,999,pendiente,2025-01-06,2025-02-12,EF-0499,5,,excelente,Manual
7316,83821,6289,Barranquilla,Bogta,Envío Facil,"7,8",Entransito,2025-01-30,2025-02-11,EF-1560,5,Si,6,Manual
7317,15380,4518,Calli,Bogotá,Envio Fasil,-1,Entregadoo,2025-01-17,2025-02-20,EF-1650,,NO,0,Manual
7318,77896,7136,Bogotaaa,Kartagena,En Vio Facil,0.5,Rtrasado,2024-12-27,2025-02-08,EF-0097,,Si,excelente,
7319,71934,2980,Barrankilla,Caly,Envio Fasil,,Entransito,2025-01-11,2025-01-15,EF-1483,3,Sí,5,
7320,56830,7598,Medellin,Calli,Envio Facil,"7,8",PENDIETE,2025-01-03,2025-02-12,EF-1632,1,NO,2,Automatizado
7321,6529,2652,Bogotaaa,Medellin?,Envio Fasil,999,Entregadoo,2024-12-30,2025-01-30,EF-1373,1,Sí,***,Manual
7322,95598,5488,Bogota,Cali,Envio Fasil,4.5,PENDIETE,2025-01-31,2024-12-28,EF-0577,1,Sí,5,
7323,83987,8720,Barrankilla,Barrankilla,En Vio Facil,999,pendiente,2025-02-02,2025-01-13,EF-1327,5,No,excelente,
7324,50178,625,Medellín,Bogota,Envío Facíl,0.5,En transito…,2024-12-29,2025-01-02,EF-0648,3,Si,,
7325,7937,9161,Cali,Barrankila,Envio Fasil,4.5,En transito…,2025-01-18,2025-02-18,EF-0173,3,No,2,Manual
7326,40886,4175,Bogotá,Medellin?,En Vio Facil,4.5,Rtrasado,2025-02-04,2025-01-03,EF-0413,5,No,excelente,manual
7327,50699,8999,Cali,Barranquilla,Envio Facil,999,PENDIETE,2025-01-09,2025-02-04,EF-0031,3,Si,***,Manual
7328,77396,6869,Bogta,Barrankilla,Envio Fasil,pesado,En transito…,2025-01-19,2024-12-25,EF-1849,2,NO,2,
7329,91678,2324,Medejin,Barranquilla,Envio Fasil,,Entransito,2025-01-21,2025-01-02,EF-0483,1,Si,5,
7330,26279,1500,Cali,Cartagena,Envio Facil,999,Entregado,2025-01-23,2025-01-13,EF-0135,3,,0,Manual
7331,39106,5215,Medejin,Bogota,Envío Facil,999,Entransito,2025-02-08,2025-01-05,EF-0159,5,NO,1,
7332,80737,8857,Barrankilla,Barrankilla,Envío Facíl,4.5,Entransito,2024-12-27,2025-01-18,EF-0621,3,No,6,
7333,41544,2164,Cartajena,Barranquilla,Envio Facil,999,pendiente,2025-02-03,2025-01-08,EF-0242,,Sí,,Automatizado
7334,9997,5767,Medeyin,Cali,Envio Facil,0.5,Rtrasado,2024-12-25,2025-02-18,EF-1212,,Sí,1,Manual
7335,86711,5479,Medeyin,Cali,Envio Facil,,Entregado,2025-01-06,2025-02-20,EF-1208,5,No,6,manual
7336,41860,2560,Bogotaaa,Bogotaaa,Envío Facil,0.5,En transito…,2024-12-24,2025-02-06,EF-1696,3,NO,4,
7337,4225,2239,Bogta,Barrankilla,Envio Facil,4.5,Entregado,2025-01-15,2025-01-21,EF-0606,4,,***,manual
7338,60470,1384,Barrankilla,Caly,Envío Facil,,Entransito,2025-01-07,2025-02-04,EF-1341,2,NO,excelente,manual
7339,64656,4134,Barrankilla,Medellin?,Envío Facíl,"7,8",Rtrasado,2025-01-12,2025-02-14,EF-0189,4,Si,3,
7340,52880,5994,Cartagena,Barrankila,Envío Facil,4.5,Entregadoo,2025-01-08,2025-01-22,EF-1612,3,,excelente,Manual
7341,62078,8372,Medellin,Medellin,Envío Facíl,4.5,Rtrasado,2025-01-22,2025-01-12,EF-1379,,Si,excelente,manual
7342,89646,977,Barrankila,Cali,Envío Facíl,999,Rtrasado,2025-01-08,2025-02-19,EF-0448,,NO,***,
7343,77290,3579,Medeyin,Medeyin,Envío Facíl,-1,En transito…,2025-01-16,2024-12-24,EF-0266,,No,6,Automatizado
7344,57633,2618,Medellín,Cali,En Vio Facil,-1,En transito…,2025-02-09,2025-02-23,EF-1434,5,No,***,
7345,27655,4277,Barranquilla,Caly,Envío Facíl,pesado,Rtrasado,2025-01-15,2024-12-22,EF-1093,3,Si,,Manual
7346,44601,2639,Medejin,Bogotaaa,Envío Facil,0.5,PENDIETE,2025-01-18,2025-02-16,EF-0599,5,,6,Automatizado
7347,4114,8004,Caly,Bogotaaa,En Vio Facil,"7,8",Entregadoo,2025-01-30,2025-01-17,EF-1353,,Si,6,Manual
7348,27502,5469,Bogotaaa,Barranquilla,Envio Facil,,En transito…,2025-01-13,2025-01-22,EF-1121,1,,***,Manual
7349,50768,5787,Cartagena,Barrankilla,Envio Facil,4.5,En transito…,2024-12-29,2025-01-12,EF-0254,1,Sí,***,Automatizado
7350,49128,2189,Medellin?,Caly,Envio Fasil,4.5,pendiente,2025-01-03,2025-01-20,EF-0805,3,NO,1,Manual
7351,21028,8068,Medellin,Barranquilla,Envío Facíl,"7,8",Entregado,2025-02-03,2025-02-06,EF-0926,1,No,excelente,
7352,56565,9458,Bogota,Barranquilla,Envio Fasil,4.5,Entransito,2025-02-06,2025-02-04,EF-1889,3,No,6,Automatizado
7353,84123,1144,Barrankilla,Bogotá,Envío Facíl,999,PENDIETE,2024-12-31,2025-02-03,EF-1538,,,***,manual
7354,36333,8420,Medeyin,Medeyin,Envío Facíl,0.5,Entregadoo,2025-01-31,2025-01-21,EF-1322,1,Sí,5,
7355,4174,2097,Cartajena,Cali,Envío Facil,,Rtrasado,2024-12-24,2025-02-09,EF-0196,,No,0,Automatizado
7356,36398,5951,Medellin?,Kartagena,Envío Facil,999,Entransito,2024-12-31,2025-02-05,EF-0986,2,Si,,Manual
7357,36929,5350,Barrankila,Cali,Envio Facil,"7,8",En transito…,2025-02-08,2025-02-19,EF-1886,4,Si,3,manual
7358,5321,1897,Cartagena,Barranquilla,En Vio Facil,"7,8",Entransito,2025-01-05,2025-02-08,EF-0931,1,No,,
7359,96971,6085,Medejin,Bogota,Envio Facil,-1,PENDIETE,2025-01-14,2025-01-24,EF-0650,2,,2,
7360,56421,1865,Medellin,Bogotá,Envío Facíl,pesado,PENDIETE,2024-12-31,2025-01-04,EF-1567,4,NO,2,
7361,73635,9962,Barrankilla,Kartagena,En Vio Facil,,En transito…,2025-01-11,2025-01-26,EF-1743,5,Sí,0,Manual
7362,24760,9151,Medellín,Barranquilla,Envio Fasil,"7,8",En transito…,2025-02-05,2025-02-14,EF-0469,4,NO,2,Manual
7363,12360,9743,Bogotaaa,Kartagena,Envío Facíl,999,Entregado,2025-02-07,2025-02-17,EF-1542,4,Sí,,
7364,11313,9660,Bogota,Barranquilla,Envío Facil,4.5,pendiente,2025-01-28,2025-01-14,EF-1089,2,No,0,Automatizado
7365,86998,1985,Bogotaaa,Kartagena,Envio Facil,999,Entregadoo,2025-01-29,2025-01-09,EF-0761,3,,6,manual
7366,6801,6148,Barrankilla,Barrankilla,Envio Facil,-1,Entransito,2025-02-01,2025-02-06,EF-1738,,Si,2,manual
7367,15130,2807,Cartagena,Cali,Envio Fasil,,Entransito,2025-02-09,2025-01-09,EF-0898,2,Si,2,
7368,15271,8790,Medellín,Bogotá,Envio Facil,0.5,Entregadoo,2025-01-18,2025-01-04,EF-1528,4,Si,6,Automatizado
7369,17075,2830,Cali,Barrankilla,Envio Facil,"7,8",Entregadoo,2025-01-31,2025-02-20,EF-1417,4,,excelente,manual
7370,19984,7860,Cali,Kartagena,En Vio Facil,0.5,En transito…,2024-12-23,2025-01-03,EF-0593,2,NO,6,Manual
7371,89095,438,Bogotaaa,Medellin,Envío Facíl,"7,8",Rtrasado,2025-01-31,2025-01-10,EF-1872,1,No,,
7372,61942,3736,Caly,Cartajena,En Vio Facil,4.5,Rtrasado,2024-12-25,2025-02-08,EF-1474,4,,6,
7373,13861,4061,Medellin?,Bogta,En Vio Facil,pesado,PENDIETE,2025-02-02,2025-01-04,EF-0336,,No,excelente,Manual
7374,99970,9538,Barranquilla,Cartagena,Envio Facil,4.5,Entransito,2025-02-08,2025-02-21,EF-1891,4,No,2,manual
7375,83203,9949,Bogota,Cartajena,Envío Facíl,0.5,pendiente,2024-12-24,2025-02-01,EF-1595,,NO,6,
7376,72376,8691,Medejin,Medellin,Envio Facil,999,Entregado,2025-01-22,2025-01-16,EF-1913,5,Si,***,manual
7377,62247,8099,Cartagena,Medejin,Envio Facil,,Entransito,2025-02-06,2025-02-19,EF-0732,3,Sí,3,
7378,70101,7345,Medellin,Medellin?,En Vio Facil,999,En transito…,2025-01-24,2025-02-12,EF-1267,,,,Automatizado
7379,21977,6061,Medellín,Barrankila,Envío Facil,-1,Entregado,2025-01-06,2025-02-17,EF-0653,2,,5,Automatizado
7380,51617,448,Bogta,Bogta,Envío Facil,0.5,pendiente,2024-12-25,2025-01-28,EF-0262,4,,0,Manual
7381,58473,4523,Bogotá,Medeyin,En Vio Facil,pesado,Entregadoo,2025-01-08,2025-01-24,EF-1433,1,No,3,Manual
7382,87654,7301,Bogotá,Calli,En Vio Facil,"7,8",pendiente,2025-01-18,2024-12-29,EF-1471,1,NO,,Manual
7383,89177,3060,Cali,Barrankilla,Envio Facil,-1,Entregado,2025-02-01,2025-02-18,EF-1211,5,,3,Automatizado
7384,73902,923,Medeyin,Medeyin,Envío Facíl,"7,8",Rtrasado,2024-12-27,2025-02-20,EF-0743,1,No,4,Automatizado
7385,93172,769,Cartajena,Cali,Envio Facil,0.5,pendiente,2025-02-02,2025-01-05,EF-1626,2,NO,excelente,manual
7386,16630,8611,Medellin?,Barrankila,Envio Facil,,PENDIETE,2025-02-01,2025-01-05,EF-1900,1,Sí,***,
